"RecordedDate","ResponseId","id","university","major_1","major_2","course","mathstudy_1","mathstudy_2","stars_1","stars_2","stars_3","stars_4","stars_5","stars_6","stars_7","stars_8","stars_9","stars_10","stars_11","stars_12","stars_13","stars_14","stars_15","stars_16","stars_17","stars_18","stars_19","stars_20","stars_21","stars_22","stars_23","rmars_1","rmars_2","rmars_3","rmars_4","rmars_5","rmars_6","rmars_7","rmars_8","rmars_9","rmars_10","rmars_11","rmars_12","rmars_13","rmars_14","rmars_15","rmars_16","rmars_17","rmars_18","rmars_19","rmars_20","sticsa_1","sticsa_2","sticsa_3","sticsa_4","sticsa_5","sticsa_6","sticsa_7","sticsa_8","sticsa_9","sticsa_10","sticsa_11","sticsa_12","sticsa_13","sticsa_14","sticsa_15","sticsa_16","sticsa_17","sticsa_18","sticsa_19","sticsa_20","sticsa_21","rtas_1","rtas_2","rtas_3","rtas_4","rtas_5","rtas_6","rtas_7","rtas_8","rtas_9","rtas_10","rtas_11","rtas_12","rtas_13","rtas_14","rtas_15","rtas_16","rtas_17","rtas_18","rtas_19","rtas_20","rtas_21","rtas_22","rtas_23","rtas_24","rtas_25","bfne_1","bfne_2","bfne_3","bfne_4","bfne_5","bfne_6","bfne_7","bfne_8","lsas_1","lsas_2","lsas_3","lsas_4","lsas_5","lsas_6","lsas_7","lsas_8","lsas_9","lsas_10","lsas_11","lsas_12","lsas_13","lsas_14","lsas_15","lsas_16","lsas_17","lsas_18","lsas_19","lsas_20","lsas_21","lsas_22","lsas_23","lsas_24","cas_1","cas_2","cas_3","cas_4","cas_5","cas_6","cas_7","cas_8","cas_9","cas_10","cas_11","cas_12","cas_13","cas_14","cas_15","cas_16","ius_1","ius_2","ius_3","ius_4","ius_5","ius_6","ius_7","ius_8","ius_9","ius_10","ius_11","ius_12","ngse_1","ngse_2","ngse_3","ngse_4","ngse_5","ngse_6","ngse_7","ngse_8","patms_1","patms_2","patms_3","patms_4","patms_5","patms_6","patms_7","crt_1","crt_2","crt_3","god_belief","crt_check_1","crt_check_2","math_level_1","math_level_2","math_result_1","math_result_2","math_result_3","math_time_1","math_time_2","math_time_3","stat_now","stat_prev_1","stat_prev_2","stat_prev_3","stat_prev_4","stat_prev_5","stat_result_1","stat_result_2","stat_result_3","stat_result_4","stat_result_5","uni_year","age","gender_1","gender_2","spld_1","spld_2","grade","source","semester"
"2021/09/07 15:10:47","R_2xGcQYx7cVY33Ax","CS86F","University of Pécs","Psychology / Behavior analyst",NA,"Statistics I. (PTE)","No",NA,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,5,5,4,5,4,4,3,4,4,1,3,1,2,4,2,4,10,39,0,3,"No","GCSE",NA,"5",NA,NA,"120",NA,NA,"No","Statisztika (AJKONO10601)",NA,NA,NA,NA,2,NA,NA,NA,NA,"1st Year",28,"Male",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/07 15:12:30","R_3Rmv6ZJ3GdjEatc","ÁR71E","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,1,4,4,3,1,4,5,1,5,2,3,5,1,5,3,1,2,3,3,5,5,2,5,2,4,5,3,2,4,5,5,1,5,4,5,3,2,3,1,5,3,2,4,1,1,3,1,1,1,4,4,4,2,1,2,1,1,2,3,1,4,1,2,1,4,4,3,4,4,3,4,1,2,2,3,3,4,1,2,1,3,1,1,1,1,2,1,3,5,1,2,3,2,3,5,2,1,2,1,1,1,2,1,1,1,3,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,2,1,3,1,4,5,3,3,3,1,4,5,4,3,5,4,5,2,4,4,3,4,4,5,4,1,3,2,3,3,4,4,10,39,30,3,"No","GCSE",NA,"3",NA,NA,"4",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/07 17:54:23","R_2WHKMAABT2aoVxy","ÉT67Ó","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,1,2,2,2,1,1,3,1,3,2,2,2,2,4,2,1,1,3,1,1,3,1,3,1,2,1,2,1,1,3,3,1,2,1,4,2,1,3,1,1,4,1,1,1,2,2,1,1,1,1,2,3,4,2,3,1,1,2,2,1,1,1,1,1,2,2,3,2,4,3,1,2,1,3,1,2,2,1,3,1,2,1,2,2,1,3,1,2,2,1,2,2,3,3,2,1,1,1,1,1,2,3,1,1,1,2,2,1,1,2,2,2,2,3,1,2,2,2,2,1,1,3,3,2,2,2,2,2,1,4,2,2,1,3,2,2,3,2,1,2,3,1,2,2,5,2,3,2,4,3,4,4,5,4,4,5,4,4,2,3,3,3,2,4,10,39,15,3,"No","A Level",NA,"5",NA,NA,"4",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/07 18:24:26","R_3h6ce0PI9B1Jt3Z","ER12L","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,1,4,1,1,1,4,3,4,2,3,1,3,2,3,4,1,1,5,1,1,2,1,2,1,3,1,2,2,1,3,1,1,3,2,4,4,1,5,1,2,2,1,3,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1,3,1,1,4,2,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,1,3,3,1,1,1,1,2,2,4,1,1,1,2,1,3,1,1,1,4,1,3,3,4,5,5,4,3,3,5,1,5,1,1,1,2,1,1,2,1,5,5,2,3,4,3,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,2,5,1,4,10,39,40,3,"Yes","GCSE",NA,"4",NA,NA,"4",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 2","21-22-1"
"2021/09/07 18:25:05","R_3G3C34bZ0CvQoO6","ŐR71O","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,1,3,3,2,2,2,5,1,4,1,4,4,2,3,3,1,2,1,4,2,3,1,2,2,3,2,2,2,3,5,4,1,4,2,4,3,1,2,3,1,2,1,1,1,1,3,2,2,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,1,4,3,1,2,3,3,2,3,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,3,2,2,3,3,2,3,3,2,3,1,1,1,3,3,1,2,2,2,3,1,4,1,1,2,1,1,1,3,1,4,3,5,4,5,4,3,4,5,1,1,1,2,5,1,4,10,39,30,2,"No","GCSE",NA,"5",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/07 18:44:17","R_xg8sNi51yKUxvlD","NŐ98O","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,1,3,5,2,2,1,5,1,5,3,4,4,3,5,4,3,4,1,2,2,5,1,5,4,3,5,4,2,4,5,5,1,5,5,5,2,2,1,4,5,5,1,1,1,1,3,4,1,2,1,1,3,3,1,1,1,1,3,3,1,4,1,1,1,1,1,3,1,4,3,1,3,3,1,1,3,2,2,3,1,2,1,1,1,1,3,1,4,1,1,1,2,1,1,1,2,4,1,1,1,2,3,2,4,1,4,1,1,1,1,1,3,2,3,3,4,3,3,3,1,2,3,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,5,3,2,1,2,2,5,3,3,1,1,5,3,4,5,5,4,3,4,4,1,2,3,4,4,2,8,10,39,98,2,"No","Other (e.g. international equivalent - please specify)","10. osztályban tanultam matematikát utoljára.",NA,NA,"2",NA,NA,"39","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 2","21-22-1"
"2021/09/07 19:15:49","R_2WA08pWeySByvlx","LC78O","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","No",NA,5,3,5,4,3,3,5,5,1,5,1,1,3,4,5,5,1,3,4,2,3,3,4,5,4,5,5,3,5,5,5,5,1,5,3,5,5,5,5,3,5,5,5,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,3,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,4,2,2,1,2,2,3,1,2,3,3,3,2,2,3,1,1,3,1,2,2,2,2,2,1,3,3,2,1,2,2,3,2,2,2,3,3,3,4,3,1,3,4,3,1,4,3,5,5,4,5,5,4,4,4,3,2,2,2,2,5,1,8,10,20,75,2,"No","GCSE",NA,"3",NA,NA,"276",NA,NA,"No","Könyvtárinformatika és statisztika I","Könyvtárinformatika és statisztika II","Többváltozós statisztika",NA,NA,5,5,5,NA,NA,"3rd Year",42,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 2","21-22-1"
"2021/09/07 20:07:02","R_1CeaOBPQZhkqqb9","PA16O","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","No",NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3,2,1,2,1,1,2,1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,3,2,3,2,2,2,1,2,2,3,1,2,1,1,2,1,1,1,1,1,3,4,2,4,3,2,2,2,3,2,2,4,2,3,3,4,4,3,3,4,5,1,1,1,1,5,1,4,10,39,50,3,"No","A Level",NA,"5","5",NA,"276","276",NA,"No","Módszertani alkalmazások","Statisztika","Ökonometria I.","Ökonometria II.","Kutatásmódszertan",5,5,5,5,5,"2nd Year",41,"Male",NA,"I do not have a Specific Learning Disability",NA,NA,"Sample 2",NA
"2021/09/07 20:18:53","R_2PcdhEQqnQxhJ7y","KY69A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,1,4,3,1,1,4,5,3,5,2,2,5,5,5,4,2,4,3,3,3,5,1,5,1,4,5,1,4,3,5,5,1,4,3,5,4,3,3,1,5,5,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,3,3,1,1,2,3,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,3,4,2,3,2,3,3,3,2,2,3,3,1,1,1,4,3,2,4,2,2,1,2,2,1,2,2,3,2,2,2,1,3,2,2,1,3,4,2,2,1,1,2,3,2,1,1,1,5,5,5,5,5,5,5,5,5,1,2,2,2,5,1,4,10,39,0,3,"Yes","Other (e.g. international equivalent - please specify)","érettségi bizonyítvánnyal rendelkezem, de érettségi eredménnyel nem","5",NA,"5",NA,NA,"14","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/07 20:46:45","R_3PY7wNaODaZKd8P","ÉM09Ó","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,1,3,5,5,1,5,5,2,5,2,1,3,5,5,4,1,4,4,2,4,4,3,4,1,4,4,3,1,4,5,5,1,4,2,5,3,5,5,2,5,4,2,4,4,2,2,3,1,2,1,1,3,4,3,1,1,3,1,4,1,4,4,3,3,1,3,2,4,4,4,3,1,3,4,4,4,3,1,1,4,3,2,2,3,2,4,2,4,5,1,2,5,4,5,4,5,2,2,4,4,3,4,3,4,2,4,4,4,1,4,4,2,4,2,3,4,3,4,3,3,4,2,4,3,5,4,4,5,2,2,3,5,5,2,4,2,4,5,2,1,3,2,5,1,4,5,5,2,3,1,3,4,5,2,2,3,4,1,1,1,1,4,2,8,10,39,33,2,"No","GCSE",NA,"5",NA,NA,"4",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",20,"Female",NA,"Attention Deficit-Hyperactivity Disorder",NA,1,"Sample 2","21-22-1"
"2021/09/07 21:50:42","R_1MYwZYYRk53xbYg","ST77U","University of Pécs","Psychology / Behavior analyst",NA,"Statistics II. (PTE)","Yes (please specify the name of the course(s)/module(s))","Pszichometria",5,3,2,4,3,2,4,5,2,5,2,2,4,3,5,3,3,1,4,3,4,3,3,5,2,3,2,3,2,4,5,4,2,4,3,5,3,1,2,3,2,2,2,2,2,3,2,4,1,2,1,3,3,1,1,3,2,2,4,2,1,2,1,2,1,3,2,3,4,4,3,2,2,2,4,4,4,3,1,2,2,1,2,2,1,1,2,4,4,5,2,4,3,4,5,4,4,1,2,1,2,2,3,3,3,2,3,2,2,1,1,2,2,3,3,2,3,4,2,3,3,3,3,2,2,4,4,3,3,2,2,2,3,2,2,2,3,4,4,5,5,5,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,3,2,4,1,3,3,4,10,39,60,3,"No","Other (e.g. international equivalent - please specify)","Egyetemi (mérnöki) matematika tárgyak",NA,NA,"4",NA,NA,"96","No","Statisztika I. (PTE)","Statisztika II. (PTE)","Valószínűségszámítás es matematikai statisztika (OE)","Statisztika és kísérlettervezés (BME)","Statisztikai tanulás az idegrendszerben (BME)",5,5,2,4,4,"2nd Year",28,"Male",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 00:18:22","R_1DqADF1Y9pVmfzK","ST97E","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,1,4,2,1,1,3,4,1,4,1,1,3,1,4,4,1,1,2,1,1,3,2,4,1,3,2,1,1,1,4,4,1,2,1,4,3,1,2,1,1,2,2,2,4,2,2,1,4,3,1,3,4,4,2,3,1,2,1,1,1,4,2,4,1,1,3,3,4,4,1,1,1,2,2,2,4,2,1,2,2,3,1,3,4,1,3,1,4,3,2,2,3,2,3,2,4,1,1,1,1,4,4,1,3,3,3,2,2,1,1,2,4,3,2,2,3,1,1,1,1,1,3,1,1,4,2,1,3,1,1,1,1,1,1,2,1,4,5,2,2,5,2,4,3,3,5,4,3,4,1,3,4,5,4,3,5,5,2,1,1,1,4,1,4,10,39,1,2,"No","GCSE",NA,"5",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",18,"Female",NA,"I do not have a Specific Learning Disability",NA,4,"Sample 2","21-22-1"
"2021/09/08 00:38:14","R_zYIPgBvsxAIDcVH","SA40A","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","Yes (please specify the name of the course(s)/module(s))","Pszichometria",1,1,2,3,1,1,4,2,1,3,1,1,2,2,3,2,3,1,2,1,1,3,2,3,1,3,2,2,1,4,4,3,1,4,2,2,3,2,3,1,1,3,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,2,2,1,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,2,2,3,4,3,4,3,2,3,4,2,2,2,1,1,2,2,2,3,2,2,1,1,2,2,2,2,2,2,1,3,3,1,1,2,2,3,2,2,3,2,2,3,1,1,1,1,2,1,2,2,3,4,2,4,2,1,4,4,2,2,4,3,5,3,5,5,4,5,3,3,5,1,2,1,2,4,3,4,500,39,90,3,"No","GCSE",NA,"5/",NA,NA,"87",NA,NA,"No","Könyvtárinformatika és statisztikai alapismeretek I.","Könyvtárinformatika és statisztikai alapismeretek II.","Többváltozós statisztika eljárások","Pszichometria",NA,5,5,5,5,NA,"3rd Year",26,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 2","21-22-1"
"2021/09/08 07:21:44","R_2ypDOZcEOklxSy4","LY88O","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,2,4,4,2,2,4,5,3,5,3,3,2,2,5,3,3,2,4,3,5,5,3,5,2,3,3,2,1,4,5,5,1,2,3,5,4,2,4,3,3,5,3,1,3,3,3,4,2,2,3,1,4,4,3,2,2,2,4,2,1,2,1,3,2,3,3,4,4,4,1,2,2,2,3,4,4,2,1,1,2,2,3,2,3,1,2,3,4,2,2,2,2,2,2,2,3,2,2,2,1,4,2,2,2,1,3,2,2,2,3,3,4,4,3,3,2,3,2,2,2,2,3,2,2,2,4,2,3,2,2,2,2,3,1,2,3,1,3,2,3,1,2,2,2,1,2,2,3,3,2,4,4,2,3,3,3,4,3,3,3,4,2,4,8,50,20,40,1,"No","GCSE",NA,"4",NA,NA,"9",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 2","21-22-1"
"2021/09/08 10:06:52","R_WDt7g4RA5821SGl","ÁR79Ó","University of Pécs","Psychology / Behavior analyst",NA,"Statistics II. (PTE)","No",NA,1,1,2,2,2,1,4,2,1,1,3,1,2,4,2,2,1,2,2,1,1,3,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,3,3,2,1,3,2,2,2,2,1,1,4,1,1,1,4,2,3,1,1,1,3,3,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,4,2,2,3,4,3,2,1,2,2,3,2,2,3,3,3,1,2,3,2,3,1,2,2,3,2,2,1,1,1,2,2,2,1,3,1,3,1,1,1,2,1,1,1,2,1,1,5,3,5,5,4,4,3,3,5,1,1,3,2,5,2,4,50,39,50,2,"No","GCSE",NA,"5",NA,NA,"28",NA,NA,"No","Statisztika I.","Statisztika II.","Többváltozós statisztikai eljárások","Pszichometria",NA,5,5,5,3,NA,"3rd Year",21,"Female",NA,"I do not have a Specific Learning Disability",NA,NA,"Sample 2",NA
"2021/09/08 10:47:05","R_3g1MyELQpfp778w","LY79E","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,2,3,2,4,1,3,5,1,5,4,4,4,5,5,2,1,1,2,3,1,5,2,4,1,2,1,2,1,1,5,5,1,2,1,5,2,1,2,2,1,3,1,3,3,3,4,4,2,3,3,2,4,4,1,3,2,1,4,3,3,3,3,1,1,1,3,4,3,4,2,1,1,1,1,1,4,3,1,2,1,2,1,1,3,2,3,1,3,4,2,1,1,2,3,3,2,1,1,3,1,4,4,3,2,1,4,4,4,3,4,4,3,2,2,2,4,4,1,4,1,1,1,1,1,3,3,1,1,1,2,1,3,2,3,1,2,2,4,3,1,1,4,5,1,1,2,3,4,5,2,4,4,5,4,3,3,5,3,1,2,4,5,1,4,10,39,0,3,"No","GCSE",NA,"92",NA,NA,"16",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 11:10:17","R_31HqgqFw1ZPwVH0","ST25A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,2,1,2,2,1,1,3,4,1,5,4,3,4,5,4,2,2,4,2,3,3,3,2,2,1,2,2,1,1,1,3,4,2,4,2,4,2,3,2,1,2,2,1,3,2,1,3,4,2,2,1,2,3,2,2,1,2,2,4,4,1,4,2,1,1,2,3,3,2,3,3,4,2,1,2,3,4,3,1,2,3,1,2,2,2,2,2,3,3,5,2,5,4,5,5,4,5,1,1,1,2,2,2,2,1,1,2,2,2,1,1,3,3,2,2,1,4,2,2,3,3,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,3,1,2,2,3,1,3,1,2,5,2,4,5,4,4,2,3,4,3,2,2,2,4,3,4,50,39,97,3,"No","GCSE",NA,"95% 5",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 11:42:57","R_2xEkIoJD8fyx85W","ST01Á","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,5,2,2,4,2,1,2,5,1,5,2,2,3,3,5,2,4,2,1,1,3,3,1,4,1,2,3,1,2,2,5,5,1,3,2,5,2,2,2,2,3,3,1,3,2,4,1,1,3,2,2,1,3,1,2,1,1,1,3,2,2,2,4,1,2,4,4,4,4,4,1,1,4,1,2,4,4,3,1,1,1,3,2,2,3,2,2,1,4,2,1,3,3,2,3,2,2,1,1,1,1,4,2,1,2,2,3,1,2,2,2,1,1,3,2,1,3,2,2,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2,1,1,1,5,5,1,4,4,2,3,3,3,2,5,4,5,3,5,5,5,5,3,4,5,1,2,1,2,5,1,4,10,39,50,2,"No","GCSE",NA,"5",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,3,"Sample 2","21-22-1"
"2021/09/08 11:48:39","R_1HoZmH5q6LO79sT","ST62A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,2,2,2,1,2,2,4,2,4,1,2,3,3,4,2,1,3,2,2,2,1,1,3,2,1,1,1,1,2,4,4,2,2,1,4,2,3,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,3,1,1,2,3,2,3,1,2,1,1,2,2,3,2,1,1,2,2,2,1,2,1,1,2,3,3,2,2,2,2,2,4,2,1,1,1,1,2,3,2,1,1,3,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,2,1,1,1,2,3,1,2,1,1,2,2,2,1,3,1,5,3,5,4,3,4,3,4,3,2,2,1,3,5,1,4,10,39,60,3,"No","GCSE",NA,"5",NA,NA,"4 hónapja",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",19,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 12:38:08","R_2TKPydp5nZEtmyN","EN16U","University of Pécs","Psychology / Behavior analyst",NA,"Multivariate statistics (PTE)","Yes (please specify the name of the course(s)/module(s))","Pszichometria",2,1,1,1,3,1,2,3,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,3,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,3,1,1,2,1,3,2,1,2,2,1,4,1,1,3,4,2,4,2,3,2,1,2,4,2,2,2,2,2,3,2,1,2,2,2,2,3,3,1,3,3,2,3,3,2,1,1,4,1,2,4,1,2,1,2,3,2,1,3,2,2,2,1,3,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,2,2,3,2,3,3,3,5,3,4,4,4,4,3,3,4,1,2,2,3,4,4,8,10,10,100,2,"No","GCSE",NA,"3",NA,NA,"40",NA,NA,"No","Könyvtárinformatika és statisztikai alapismeretek I.","Könyvtárinformatika és statisztikai alapismeretek II.","Többváltozós statisztikai eljárások","Pszichometria","-",5,5,5,5,NA,"3rd Year",21,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 12:52:02","R_25WScRNcsLxN0iq","ST95A","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,3,1,2,3,2,1,2,5,1,4,1,3,3,1,3,2,1,1,2,3,2,4,1,3,2,2,4,2,1,2,4,3,1,3,2,4,2,1,3,2,2,4,1,2,2,3,4,2,1,1,3,2,4,2,3,3,1,2,3,3,1,3,3,2,1,1,2,2,3,4,2,2,2,1,2,4,4,2,2,1,2,3,2,1,3,1,1,2,3,5,3,4,5,4,5,5,5,4,2,4,4,4,3,4,3,3,4,3,3,1,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,4,4,2,4,2,2,3,3,4,3,3,3,4,3,4,4,5,5,3,4,4,1,2,3,2,4,2,4,10,39,100,2,"No","GCSE",NA,"5",NA,NA,"4",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",18,"Female",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
"2021/09/08 12:55:13","R_1eDeImGH6ip1fTL","ÁR11O","Eötvös Loránd University","Psychology / Behavior analyst",NA,"Statistics / Data analysis and statistical inference (ELTE)","No",NA,4,2,5,4,4,3,5,5,3,5,4,5,4,5,4,5,5,4,3,3,4,5,3,5,4,5,5,3,3,5,5,5,2,4,4,5,5,4,4,4,4,5,3,3,3,3,2,1,2,2,2,2,4,3,1,1,3,3,1,4,2,4,2,1,1,2,2,3,3,3,3,1,2,1,3,4,4,2,3,3,2,3,1,2,3,1,3,2,3,2,2,4,3,3,4,4,3,1,1,2,3,3,4,2,4,4,3,3,2,1,4,4,3,4,3,2,4,3,2,3,3,4,5,3,2,5,4,4,3,4,5,4,5,5,5,3,5,4,4,2,2,2,5,3,3,3,3,1,2,5,3,5,5,5,5,3,4,3,2,2,1,3,3,1,4,10,39,0,3,"No","GCSE",NA,"3",NA,NA,"3",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st Year",18,"Male",NA,"I do not have a Specific Learning Disability",NA,5,"Sample 2","21-22-1"
